number,directory_num,language_num,file_type,has_test,has_feature,has_bug,has_document,has_improve,has_refactor,subject_length,subject_readability,message_length,message_readability,lines_added,lines_deleted,segs_added,segs_deleted,segs_updated,files_added,files_deleted,files_updated,modify_proportion,modify_entropy,test_churn,non_test_churn,reviewer_num,bot_reviewer_num,has_reviewed,comment_num,comment_length,last_comment_mention,merged,time_to_close
88,0.0037435657463734,0.5,0.0344827586206896,0,0,0,0,0,0,0.2671755725190839,0.1416598821895503,0.0,0.0284074198030445,0.0016208730683284,0.0,0.0009794319294809,0.0,0.0004893564962074,0.0099009900990099,0.0,0.0046620046620046,0.0185447918771143,0.9974452643381032,0.0,0.0028741300121164,0.1851851851851851,0.0,1,0.2666666666666666,0.0153176269341419,0,1,381597.0
89,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.2290076335877862,0.2035822039174369,0.0025550262156335,0.0337623350675956,3.147326346268845e-05,0.0,0.0009794319294809,0.0,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.0,0.0,0,0.0,0.0,0,1,99575.0
91,0.0046794571829667,0.0,0.0,1,0,0,0,0,0,0.2442748091603053,0.2105263157894736,0.0067867883852766,0.03656149531952,0.0004878355836716,9.034511835210504e-05,0.0039177277179236,0.0009779951100244,0.0024467824810374,0.0,0.0,0.0069930069930069,0.0185447918771143,0.9974678869605604,0.0,0.0009298655921553,0.0,0.0,0,0.0,0.0,0,1,36916.0
92,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.2061068702290076,0.1896939801733633,0.003353471908019,0.0424336467175789,3.147326346268845e-05,6.023007890140336e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,8.453323565048324e-05,0.0,0.0,0,0.0,0.0,0,1,1091.0
93,0.0079550772110435,0.0,0.0344827586206896,0,0,0,0,0,0,0.3282442748091603,0.1918490493750299,0.0098474968727543,0.0421800995933104,0.0004406256884776,0.0002710353550563,0.0102840352595494,0.0048899755501222,0.007585025691216,0.0,0.0,0.0139860139860139,0.0145983172037095,0.997514184848106,0.0,0.001296176279974,0.1111111111111111,0.0,1,0.1,0.0094393904051006,0,1,1557064.0
95,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.2061068702290076,0.1827498683013265,0.0016235062411838,0.0353241853530897,1.5736631731344224e-05,3.011503945070168e-05,0.0004897159647404,0.0004889975550122,0.0004893564962074,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,2.817774521682775e-05,0.0,0.0,0,0.0,0.0,0,1,177643.0
96,0.0023397285914833,0.0,0.0,0,0,0,1,0,0,0.2671755725190839,0.1967817633255112,0.0,0.0284074198030445,3.147326346268845e-05,6.023007890140336e-05,0.0009794319294809,0.0009779951100244,0.0009787129924149,0.0,0.0,0.0046620046620046,0.0185447918771143,0.997463662133862,0.0,8.453323565048324e-05,0.0,0.0,0,0.0,0.0,0,1,172609.0
97,0.0009358914365933,0.0,0.0,0,0,0,0,0,0,0.2442748091603053,0.1131171878741439,0.0,0.0284074198030445,4.720989519403267e-05,9.034511835210504e-05,0.0014691478942213,0.0014669926650366,0.0014680694886224,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0001408887260841,0.0,0.0,0,0.0,0.0,0,1,113124.0
99,0.0004679457182966,0.0,0.0,0,0,0,0,0,0,0.2519083969465648,0.1745606053349935,0.0035663907593218,0.0378900822506871,0.000141629685582,0.0,0.0004897159647404,0.0,0.0002446782481037,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0002254219617346,0.1111111111111111,0.0,1,0.1,0.0046341653059637,0,1,656100.0
102,0.0004679457182966,0.0,0.0,0,0,0,0,0,0,0.1374045801526717,0.2514726306211388,0.0133606579192505,0.0395837770408008,0.0003934157932836,0.0012347166174787,0.0039177277179236,0.0039119804400977,0.0039148519696598,0.0,0.0,0.0023310023310023,0.0185447918771143,0.99743103418498,0.0,0.0018315534390938,0.037037037037037,0.0,1,0.0333333333333333,0.0023481844335588,1,1,640.0
